# Omega_m, Omega_b, h, n_s, sigma_8
1.902805812656879481e-01 3.541634853929281207e-02 6.150231916457414849e-01 1.090398157387971967e+00 6.997323453426360640e-01
1.399330403655767441e-01 6.671482816338539235e-02 5.589097045361995919e-01 1.011412837728858038e+00 6.010172996670007928e-01
4.412173565477133241e-01 3.327069997787475419e-02 8.543201196938753350e-01 8.392835266888142298e-01 8.362529970705508964e-01
3.735868949443101883e-01 5.522923041135073541e-02 6.930680986493825690e-01 1.129767297208309262e+00 9.292364638298750146e-01
2.702626753598451614e-01 4.490277800709009670e-02 7.951190009713173801e-01 9.209275577217340691e-01 7.080262750387191772e-01
2.710980106145143287e-01 6.037088762968778610e-02 5.557966969907284227e-01 1.121027682721614793e+00 9.167488466948270354e-01
3.725532192736864534e-01 3.941928293555975460e-02 8.574566353112459405e-01 9.298643920570611732e-01 7.455886304378509521e-01
4.423242982476950358e-01 5.153421558439731653e-02 6.962294097989797370e-01 1.039391305670142263e+00 6.385289911180734856e-01
1.390244867652654648e-01 4.871493510901928059e-02 7.920300260186194929e-01 8.114992268383502960e-01 8.238131351768970267e-01
1.885800965130329243e-01 5.993483204394579877e-02 8.355991687625646813e-01 8.903029467910528183e-01 8.754822295159101486e-01
4.927694953978062342e-01 4.023566845804452813e-02 5.276892587542534319e-01 1.061931885033845946e+00 6.622687906026839544e-01
3.221080183982849565e-01 6.814162179827690236e-02 7.139347963035106437e-01 9.711658462882042375e-01 7.537091407924890740e-01
2.215423971414566262e-01 3.156989961862564226e-02 6.243841487914323363e-01 1.181067476049065590e+00 9.840494371950626595e-01
2.282328072935342900e-01 5.479119926691056186e-02 7.404202926903963311e-01 1.093445849046111196e+00 7.235686220228672028e-01
3.281129334121942742e-01 4.511643096804619085e-02 6.479400418698787467e-01 8.588378287851811121e-01 9.382837269455194251e-01
4.570767115801572800e-01 6.330560568720103309e-02 8.124875798821449280e-01 1.174309374392032534e+00 8.453479081392287764e-01
1.615775804966688156e-01 3.674851316958666070e-02 5.008666511625051720e-01 9.779727581888437715e-01 6.165088992565870285e-01
1.111445896327495630e-01 6.552945546805859223e-02 6.697471544146538225e-01 9.241224780678749529e-01 6.841939933598041312e-01
4.075088940560818163e-01 3.460224546492099429e-02 7.684773769229651386e-01 1.126720750704407692e+00 8.538529459387063092e-01
3.776807531714440058e-01 5.639493133872747893e-02 5.789115268737077269e-01 8.424852844327688217e-01 9.624202370643615279e-01
2.786658003926277272e-01 4.359027992933988543e-02 8.842824868857861453e-01 1.008356437832117036e+00 7.756344508379697800e-01
2.983749460428953282e-01 5.596101295202970949e-02 6.300321485847234504e-01 9.501455068588257058e-01 8.057493880391121133e-01
3.954737763851881027e-01 4.378029372543096320e-02 7.316924437880516496e-01 1.197644056752324104e+00 6.315972950309515221e-01
4.131048981100321482e-01 6.713411130011082140e-02 5.204831473529338837e-01 8.817818861454725932e-01 7.277178846299647841e-01
1.180463645607233159e-01 3.308571629226207678e-02 8.162841696292162386e-01 1.066009222716093108e+00 9.096210498362780061e-01
1.683930501341819874e-01 6.436284322291613291e-02 7.597983799874783450e-01 1.032286260649561971e+00 9.896170005202293840e-01
4.627573087811470698e-01 3.593456510454416664e-02 6.518880654126405494e-01 8.167972676455974579e-01 7.731431301683187041e-01
3.458213679492473380e-01 5.255986258387565502e-02 8.881278809159993681e-01 1.101423358917236417e+00 6.676418296992778778e-01
2.480282627046108412e-01 4.725902587175369318e-02 5.985768750309944375e-01 9.476616758853196876e-01 8.951138425618410110e-01
2.021780785173177830e-01 6.918993264436722190e-02 8.645735129714011702e-01 8.354297887533903566e-01 6.093788374215364234e-01
3.039762284606695175e-01 3.074702546000480582e-02 5.720929052680731042e-01 1.013702549785375551e+00 8.274764232337474823e-01
4.874145556241273880e-01 5.771409992128610777e-02 7.866225142031908479e-01 9.045662611722946611e-01 9.313481923192739043e-01
1.814311046153307128e-01 4.238886851817369461e-02 6.750011794269085152e-01 1.144567619636654765e+00 7.054995104670525041e-01
1.317664861679077315e-01 5.110983423888683375e-02 5.440342713147401366e-01 1.153239485621452287e+00 7.952606994658708572e-01
4.370800763368606345e-01 4.891448535025119670e-02 8.427648983895779100e-01 9.945012677460909334e-01 9.677894376218318939e-01
3.543107040226459725e-01 6.196554925292730581e-02 6.032047703862190025e-01 1.084876681491732553e+00 8.732861962169409242e-01
2.518426932394504658e-01 3.789275895804167238e-02 7.085760887712240219e-01 8.628655813634396043e-01 6.897592917084693909e-01
2.602306082844734192e-01 5.208602815866470587e-02 8.000881563872099811e-01 9.397863410413265228e-01 9.794663615524769051e-01
3.584198698401451777e-01 4.801672860980034374e-02 5.117094844579697099e-01 1.111128605529665858e+00 7.582937363535166009e-01
4.251645527780055778e-01 6.106917981058360145e-02 7.471554614603519440e-01 8.206446636468172073e-01 6.512417376041411687e-01
1.311850063502788544e-01 3.886755604296922989e-02 6.396360758692025694e-01 1.030271825194358781e+00 8.865138541907071623e-01
1.808375101536512375e-01 6.758982829749585197e-02 5.835165925323962943e-01 1.071536468341946602e+00 8.127740718424319999e-01
4.755113314837217109e-01 3.226808704435825403e-02 8.781452450901270357e-01 8.806724399328231812e-01 6.495726380497216512e-01
3.080730888992547767e-01 5.923655893653631543e-02 6.676809590309857878e-01 1.189895512908697217e+00 7.409931629896163718e-01
2.105781022459268792e-01 4.078737627714872083e-02 7.689503610134125200e-01 9.623149048537016359e-01 9.213458459824324098e-01
2.392407804727554321e-01 6.276363503187895598e-02 6.912460178136825562e-01 8.746924895793199983e-01 7.866615038365125656e-01
3.421057105064392312e-01 3.745656158775090977e-02 7.954450022429228051e-01 1.077565228939056485e+00 9.513886123895645142e-01
4.742915786802769373e-01 5.408321775496006262e-02 5.566787127405404823e-01 9.930507175624370131e-01 8.584360215812920636e-01
1.693619377911090851e-01 4.565846852958202473e-02 8.550184108316898346e-01 1.159208546206355051e+00 6.796093977987766044e-01
1.190273668617010117e-01 5.693688292056322403e-02 7.235875401645899263e-01 1.142892812937498004e+00 6.211043667048216088e-01
4.246268685907125251e-01 4.288225058466196143e-02 6.131385751068592072e-01 9.079733233898877875e-01 8.407509088516235130e-01
3.917704243212938309e-01 6.623741790652276640e-02 8.269231736660003218e-01 1.023751761391758830e+00 9.493227902799844520e-01
2.895753551274538040e-01 3.406022697687149242e-02 5.348334591835737228e-01 8.271158814430237260e-01 7.125249750912189262e-01
2.843344725668430772e-01 6.642612487077713401e-02 7.758040674030781680e-01 1.181374452263116659e+00 8.934455770999192303e-01
3.845150001347065194e-01 3.362774893641471557e-02 6.874250385910272154e-01 9.663922425359487978e-01 6.693055115640162978e-01
4.053682118654251543e-01 5.541904691606760330e-02 8.728530865162611452e-01 1.050516128912568181e+00 7.654215123504399809e-01
1.007822751998901367e-01 4.448834676295519014e-02 5.653332948684692827e-01 8.972490206360816956e-01 9.973370864987373130e-01
1.512273807078600152e-01 5.326782993972301733e-02 6.093664001673460007e-01 8.010403398424387200e-01 9.019118357449770196e-01
4.549237299710512383e-01 4.671701230108737946e-02 7.039954572916030662e-01 1.048069109022617296e+00 7.354255788028239982e-01
3.349594857543707338e-01 6.490479018539191403e-02 5.435368932783604112e-01 9.326812960207462311e-01 6.299410518258810043e-01
2.338893707841634972e-01 3.522653114050626477e-02 8.448066536337137666e-01 1.116426646336913020e+00 8.074010595679282920e-01
2.162614665925502999e-01 5.841239701956511127e-02 5.170437786728143692e-01 1.004195544496178538e+00 6.974809095263481140e-01
3.148920886218548043e-01 4.183714654296636498e-02 8.212431199848652108e-01 8.449627503752709101e-01 8.655661102384328842e-01
4.953040197491646035e-01 6.974174059927464031e-02 6.324947595596313032e-01 1.135837317258119539e+00 9.694577030837535636e-01
1.985424146056175287e-01 3.004881434142589458e-02 7.308348637074232323e-01 9.133194353431463020e-01 7.935970176011324373e-01
1.489746902137994988e-01 6.126727122813463433e-02 8.993490606546401533e-01 9.844815500080585924e-01 7.071557536721229109e-01
4.448711220175027847e-01 3.844446185976267000e-02 5.888996910303830878e-01 1.163236298784613654e+00 9.296965207904577255e-01
3.653249841183424662e-01 5.055804535746574735e-02 7.526785675436258316e-01 8.536226008087397510e-01 8.351856373250484689e-01
2.658291887491941452e-01 4.961267739534377941e-02 6.605884946882725206e-01 1.094093738496303647e+00 6.016711432486772093e-01
2.631533820182084815e-01 5.894551921635866887e-02 7.650512386113406116e-01 8.495268523693084717e-01 7.600540187209844367e-01
3.679970014840364678e-01 4.114712391048670065e-02 6.731564603745937569e-01 1.002903302386403128e+00 9.780905798077583757e-01
4.484243359416723029e-01 6.793844118714333080e-02 8.867339208722114785e-01 9.186678212136030197e-01 8.820310253649950027e-01
1.454253192991018517e-01 3.200772166252136008e-02 5.764798816293478234e-01 1.133760803192853883e+00 6.561213217675685438e-01
1.958696581423282623e-01 6.070969980210066258e-02 6.450978502631187217e-01 1.167263273522257894e+00 6.446801122277975304e-01
4.979790873825550301e-01 3.915886338800191740e-02 7.432426001876593080e-01 9.834334783256053480e-01 8.172698959708213362e-01
3.184422463178634422e-01 5.234665997326374415e-02 5.046834487468003783e-01 1.098905032873153775e+00 9.227101612836122735e-01
2.127090394496917725e-01 4.766838215291500230e-02 8.086875192821025848e-01 8.517901975661517078e-01 7.392443053424357924e-01
2.374639425426721684e-01 6.589239500463009436e-02 5.309215627610683885e-01 9.641204070299863593e-01 9.558722071349621263e-01
3.313826445490122286e-01 3.431716330349444954e-02 8.323866534978151543e-01 1.186527522653341382e+00 7.817811597138643043e-01
4.522265594452620219e-01 5.722173865884543076e-02 6.217388805001974328e-01 8.957614690065384133e-01 6.778483554720878823e-01
1.539268624037504196e-01 4.252883117645979427e-02 7.165632322430610657e-01 1.054884927347302437e+00 8.598125692456960456e-01
1.043599031865596882e-01 5.382601380348205761e-02 8.604925658553839174e-01 1.046432021260261580e+00 8.393873594701289909e-01
4.017944268882275294e-01 4.600322380661964194e-02 5.527775034308433089e-01 8.060469556599856311e-01 6.228524643927811910e-01
3.818147793412208779e-01 6.311678800731898575e-02 7.884069673717022386e-01 1.115573878213763193e+00 7.174167409539222717e-01
2.870309039950370567e-01 3.717143941670655871e-02 6.998325843364000542e-01 9.369035802781582323e-01 9.448277320712804572e-01
2.923736136406660524e-01 6.456632900983094725e-02 8.393322512507439548e-01 1.079397611320018768e+00 6.741858303546904851e-01
3.889759551733732446e-01 3.549704823642969159e-02 5.474378790706395659e-01 8.698812160640955193e-01 8.889619600027799384e-01
4.211465153843164666e-01 5.354948058724404159e-02 7.110332686454057249e-01 1.160256644710898399e+00 9.959605641663074049e-01
1.225038770586252268e-01 4.634787559509277732e-02 6.007795862853526625e-01 9.890237160027026686e-01 7.671825770288706048e-01
1.721571460366249084e-01 5.514887373894453160e-02 5.692449677735567093e-01 9.100498642772436586e-01 7.336775034666060957e-01
4.714940592646599260e-01 4.482715185731649815e-02 8.673893593251704726e-01 1.137544400244951293e+00 9.032754104584455046e-01
3.386284135282039420e-01 6.679560430347919464e-02 6.788244858384132607e-01 8.284081026911735979e-01 8.118960954248904960e-01
2.427203468978404999e-01 3.334644101560115675e-02 7.828281518071890099e-01 1.019187680259346918e+00 6.250492606312035848e-01
2.071252193301916233e-01 5.028272174298763220e-02 6.551268782466650453e-01 1.106906300410628319e+00 8.669418666511774507e-01
3.115282412618398666e-01 4.997562892735005202e-02 7.565915629267692122e-01 9.406391300261021104e-01 6.957206048071384874e-01
4.782821256667375565e-01 6.160230454057455396e-02 5.959258608520030531e-01 1.025265236198902086e+00 7.887174587696790251e-01
1.780644048005342595e-01 3.817753594368696046e-02 8.907498557120561156e-01 8.222817245870829295e-01 9.739405542612076250e-01
1.277290672063827737e-01 6.937844514846802646e-02 7.347341202199458854e-01 8.763036683201790300e-01 9.252007190138101800e-01
4.286166489124297874e-01 3.032379403710365115e-02 6.270194161683321221e-01 1.073023993149399669e+00 7.120483048260212167e-01
3.611937142908573373e-01 5.867898020893336231e-02 8.126546021550893339e-01 9.571618136018514855e-01 6.034199785441159980e-01
2.574605531990528107e-01 4.150177050381899380e-02 5.240806236863135847e-01 1.192167369276285083e+00 8.338212966918945312e-01
2.553196117281913979e-01 6.848037861287595285e-02 6.157849341630935447e-01 1.018272737413644879e+00 7.469521842896937880e-01
3.508315220475196616e-01 3.129967816174029915e-02 7.209609698504209074e-01 8.341314729303122011e-01 9.150007504969834837e-01
4.342852525413036791e-01 5.965347703546286517e-02 5.316022578626871109e-01 1.149909919872879938e+00 8.189213708043098228e-01
1.345636270940303858e-01 4.060510080307722092e-02 8.301375426352024522e-01 9.024958208203316401e-01 6.430240537971257941e-01
1.849110733717680144e-01 5.180470347404480397e-02 7.990668866783381397e-01 9.985343638807535616e-01 6.577852003276347670e-01
4.839384239166975021e-01 4.837644472718238831e-02 6.876408703625201957e-01 1.152185280621051744e+00 8.803625751286745516e-01
3.011783484369516817e-01 6.000172290951014120e-02 8.519812703132629839e-01 8.676707543432713443e-01 9.858104810118675232e-01
2.049721632152795847e-01 3.970090556889772915e-02 5.596959691494702849e-01 1.083050411567092031e+00 7.523325975984335168e-01
2.452547967433929554e-01 5.666995931416750343e-02 8.756956767290831056e-01 1.195378306880593211e+00 9.431762572377919707e-01
3.485910385847091897e-01 4.322703275829553604e-02 5.859493285417556319e-01 9.552925035357475725e-01 7.190727993845940080e-01
4.662128634750842826e-01 6.519412651658058888e-02 7.723783530294895394e-01 1.064515585452318280e+00 6.151445854455231954e-01
1.649413324892520794e-01 3.486887574195862011e-02 6.642727557569741981e-01 8.861567582935094833e-01 8.470967702567577806e-01
1.152759548276662827e-01 6.366858642548323122e-02 5.078907139599323495e-01 8.151663012802601305e-01 8.520926680415867871e-01
4.158776249736547692e-01 3.647321876138448493e-02 8.038870427757501824e-01 1.037286743149161250e+00 6.855697765946388023e-01
3.989262808114290015e-01 5.452430136501789509e-02 6.424763303250073943e-01 9.468027863651513609e-01 7.801172811537980811e-01
2.949201781302690506e-01 4.545149229466915325e-02 7.443319439888000932e-01 1.105651776492595717e+00 9.575406573712825775e-01
2.751152582466602770e-01 5.285121701657772425e-02 5.915525589138269646e-01 8.606641255319118500e-01 6.360930923372506429e-01
3.812335588037968348e-01 4.689959295094013603e-02 8.967281885445117506e-01 1.088640649244189351e+00 8.008568353950977770e-01
4.101820290088653564e-01 6.401454504579306981e-02 6.573515474796295388e-01 9.790269423276185545e-01 9.078722130507230759e-01
1.084691375494003379e-01 3.619524519890546937e-02 7.558864753693341765e-01 1.170276299118995667e+00 7.290822207927704079e-01
1.580239880830049681e-01 6.749388694763183705e-02 8.248707503080368042e-01 1.128791170194745064e+00 7.717673692852258238e-01
4.606264669448137949e-01 3.279470458626747298e-02 5.134450923651456833e-01 9.187801986932754295e-01 9.913773037493228690e-01
3.307891245931386948e-01 5.570067677646875492e-02 7.277912143617868423e-01 1.009654780477285296e+00 8.999933999031781706e-01
2.255604114383459313e-01 4.412893582135438836e-02 6.355063177645206007e-01 8.379150699824094994e-01 6.631589740514755027e-01
2.242430023849010523e-01 6.231025744229555519e-02 7.015393801033497079e-01 9.256360013037919776e-01 8.292244940996169600e-01
3.194112084805965646e-01 3.763550791889429259e-02 6.117934379726648331e-01 1.121886545419692904e+00 6.080152612179517968e-01
4.891914889216423257e-01 5.082466378808021823e-02 8.482403915375471559e-01 8.064987234771252567e-01 7.010044731199741586e-01
